age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
27.0,4.1,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,28,1,10.0,night,7.646414103068861,medium
36.0,4.8,cloudy,jam,1,snack,scooter,1.0,no,urban,37,0,10.0,evening,19.915731481294102,very_long
26.0,4.7,cloudy,jam,0,meal,motorcycle,1.0,yes,metropolitian,45,0,15.0,evening,16.63651695459671,very_long
22.0,4.5,sandstorms,high,2,snack,motorcycle,1.0,no,urban,10,0,15.0,afternoon,,
33.0,4.6,stormy,low,1,snack,motorcycle,1.0,no,metropolitian,29,0,15.0,morning,1.5580865162468949,short
25.0,4.7,cloudy,high,0,buffet,motorcycle,0.0,no,metropolitian,21,1,10.0,afternoon,6.081595038517862,medium
27.0,4.8,sunny,jam,2,meal,scooter,1.0,no,metropolitian,14,1,15.0,evening,,
27.0,4.7,fog,low,2,snack,motorcycle,1.0,no,metropolitian,29,1,15.0,night,10.705468478530609,long
29.0,4.7,stormy,medium,0,snack,motorcycle,1.0,no,metropolitian,21,0,10.0,evening,7.684129284114673,medium
37.0,4.3,fog,jam,1,buffet,scooter,1.0,no,metropolitian,35,1,15.0,night,7.66052012420465,medium
,,,,3,drinks,motorcycle,0.0,no,metropolitian,24,1,,,1.509467584367178,short
21.0,3.7,sunny,jam,0,buffet,motorcycle,3.0,yes,urban,53,1,15.0,evening,7.660582694185052,medium
33.0,4.8,stormy,medium,2,snack,motorcycle,1.0,no,metropolitian,23,0,10.0,evening,13.7884543583669,long
20.0,4.4,sandstorms,jam,0,drinks,motorcycle,1.0,no,urban,34,0,15.0,night,10.881197531246409,long
39.0,4.9,fog,low,2,drinks,electric_scooter,1.0,no,metropolitian,18,0,15.0,morning,1.5095756042667012,short
23.0,4.8,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,30,1,15.0,evening,16.59765942033505,very_long
33.0,4.5,stormy,medium,0,drinks,motorcycle,1.0,no,metropolitian,30,0,15.0,afternoon,8.937919334801594,medium
32.0,4.8,windy,low,1,drinks,scooter,1.0,no,metropolitian,24,0,5.0,night,19.76105000353896,very_long
33.0,4.9,cloudy,high,1,meal,motorcycle,1.0,no,urban,29,0,5.0,morning,2.996166645123718,short
32.0,4.8,stormy,low,2,drinks,scooter,0.0,no,,20,0,10.0,night,10.705468478530609,long
20.0,4.9,sandstorms,jam,2,snack,scooter,1.0,no,metropolitian,29,1,5.0,evening,7.601066543768378,medium
22.0,4.2,windy,jam,0,buffet,motorcycle,0.0,no,metropolitian,31,0,10.0,evening,16.721288103917214,very_long
27.0,4.7,windy,low,2,drinks,scooter,1.0,no,metropolitian,16,0,15.0,morning,1.5095756042667012,short
33.0,4.5,stormy,low,1,buffet,motorcycle,1.0,no,metropolitian,26,0,15.0,morning,3.104803710518419,short
33.0,3.6,cloudy,low,2,snack,electric_scooter,1.0,no,metropolitian,37,0,5.0,night,19.8839743283605,very_long
27.0,4.8,fog,low,0,meal,motorcycle,1.0,no,urban,17,0,5.0,morning,1.532276469519439,short
39.0,4.4,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,30,0,15.0,morning,3.104632093351237,short
31.0,4.6,stormy,low,1,snack,motorcycle,1.0,no,metropolitian,20,0,15.0,night,7.772596236164787,medium
35.0,4.7,sandstorms,medium,2,buffet,scooter,1.0,no,metropolitian,26,0,5.0,evening,4.527535939190659,short
,,,,0,meal,motorcycle,1.0,no,metropolitian,45,1,,,20.182685858169084,very_long
21.0,4.9,stormy,jam,1,snack,motorcycle,0.0,no,urban,11,1,10.0,evening,4.470286489434607,short
,,windy,jam,1,buffet,scooter,1.0,yes,metropolitian,41,1,,,20.887572879618883,very_long
24.0,4.3,sandstorms,low,0,meal,motorcycle,1.0,no,urban,22,0,15.0,morning,3.108902629159348,short
29.0,5.0,fog,medium,1,drinks,motorcycle,,no,urban,30,0,10.0,evening,19.68855300536449,very_long
38.0,4.9,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,26,0,10.0,afternoon,4.674393132741051,short
32.0,4.5,cloudy,jam,0,meal,motorcycle,2.0,no,metropolitian,42,1,15.0,evening,11.923472540743209,long
39.0,4.6,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,21,1,10.0,evening,4.537516076226438,short
31.0,4.4,sandstorms,jam,0,meal,motorcycle,1.0,no,metropolitian,39,0,5.0,night,13.766116995711348,long
38.0,4.6,sunny,jam,0,buffet,motorcycle,1.0,no,urban,38,1,5.0,evening,12.435238152054549,long
35.0,4.9,cloudy,high,2,drinks,electric_scooter,1.0,no,metropolitian,35,0,15.0,afternoon,6.210543032489626,medium
35.0,4.6,windy,medium,1,buffet,motorcycle,2.0,no,metropolitian,34,0,15.0,evening,7.452607659561829,medium
27.0,4.6,windy,high,0,snack,motorcycle,0.0,no,metropolitian,27,1,15.0,morning,1.5368588631561615,short
,,fog,jam,0,drinks,motorcycle,0.0,no,urban,25,0,,,7.652510173139905,medium
29.0,4.9,windy,low,2,meal,scooter,0.0,no,metropolitian,11,1,15.0,morning,1.5100971252582278,short
33.0,4.4,cloudy,high,2,drinks,scooter,1.0,no,metropolitian,39,0,10.0,afternoon,5.968985457275438,medium
32.0,4.6,fog,medium,1,meal,scooter,1.0,no,urban,16,0,5.0,afternoon,,
,,cloudy,low,2,buffet,scooter,1.0,no,metropolitian,25,0,,,13.403654333869842,long
34.0,4.2,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,26,1,5.0,night,7.761779919073713,medium
21.0,4.8,sunny,medium,1,drinks,motorcycle,0.0,no,metropolitian,19,0,5.0,evening,17.137879924186517,very_long
23.0,4.8,windy,low,1,drinks,motorcycle,1.0,no,metropolitian,13,0,10.0,night,13.406350345879243,long
26.0,4.8,fog,jam,0,drinks,motorcycle,0.0,no,metropolitian,40,0,5.0,evening,,
32.0,4.2,sandstorms,high,0,meal,motorcycle,1.0,no,metropolitian,46,1,10.0,morning,5.968596969708959,medium
36.0,4.9,stormy,low,1,meal,scooter,0.0,no,urban,23,0,10.0,night,9.220449825751995,medium
24.0,4.9,cloudy,medium,2,snack,electric_scooter,1.0,no,urban,39,1,5.0,evening,14.022321513257348,long
35.0,4.6,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,20,1,5.0,night,9.179276688028636,medium
30.0,4.6,stormy,low,2,snack,electric_scooter,1.0,no,metropolitian,28,0,10.0,night,13.682048188061888,long
35.0,3.9,windy,medium,2,meal,scooter,1.0,no,metropolitian,34,0,15.0,afternoon,,
29.0,4.7,stormy,low,2,snack,electric_scooter,0.0,no,metropolitian,18,0,10.0,morning,2.979410112022739,short
31.0,4.8,sunny,jam,0,meal,motorcycle,0.0,no,metropolitian,30,1,10.0,evening,10.279023976292322,long
20.0,4.8,sunny,low,0,meal,motorcycle,1.0,no,urban,21,1,15.0,night,20.20634606758301,very_long
37.0,4.7,sunny,medium,1,meal,scooter,1.0,no,metropolitian,19,0,15.0,evening,19.68834031167857,very_long
34.0,4.8,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,29,0,5.0,evening,9.348356419300424,medium
32.0,4.2,sandstorms,low,0,drinks,motorcycle,2.0,no,metropolitian,34,1,5.0,night,7.772596236164787,medium
24.0,4.6,sunny,jam,1,buffet,motorcycle,1.0,no,metropolitian,21,0,10.0,night,16.824864367093813,very_long
33.0,4.6,stormy,jam,2,meal,scooter,1.0,no,metropolitian,29,1,15.0,evening,7.448086298120235,medium
33.0,4.7,sunny,jam,2,buffet,motorcycle,,no,,16,0,15.0,evening,,
24.0,4.7,sandstorms,jam,1,buffet,scooter,0.0,,metropolitian,10,0,5.0,evening,9.055898607912091,medium
29.0,4.6,sunny,medium,1,snack,motorcycle,0.0,no,metropolitian,14,0,15.0,afternoon,6.21800234869445,medium
20.0,4.9,windy,medium,0,drinks,motorcycle,1.0,no,metropolitian,33,0,15.0,afternoon,13.829019124454268,long
36.0,5.0,cloudy,high,0,meal,motorcycle,1.0,no,urban,29,0,10.0,morning,,
23.0,4.7,sandstorms,medium,1,drinks,scooter,1.0,no,metropolitian,26,0,10.0,evening,9.088011034370515,medium
29.0,4.7,cloudy,jam,0,drinks,motorcycle,1.0,yes,metropolitian,41,0,15.0,evening,10.427235657896496,long
36.0,4.3,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,35,0,10.0,evening,9.121049806498666,medium
33.0,4.9,sunny,low,2,drinks,scooter,1.0,no,urban,12,0,5.0,morning,2.9303798276290447,short
20.0,4.9,sunny,jam,1,buffet,motorcycle,1.0,,urban,12,0,5.0,night,13.789485363023294,long
23.0,4.3,fog,jam,1,buffet,scooter,1.0,no,metropolitian,39,1,10.0,evening,13.829314445199351,long
32.0,4.6,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,33,0,10.0,evening,7.772282029629311,medium
30.0,4.9,stormy,low,2,drinks,motorcycle,1.0,no,metropolitian,23,0,5.0,morning,2.984638285081008,short
34.0,3.3,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,34,0,5.0,night,16.63495545420892,very_long
30.0,5.0,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,30,0,5.0,evening,13.787803344501585,long
26.0,5.0,sandstorms,high,1,snack,motorcycle,1.0,no,metropolitian,22,0,5.0,afternoon,6.03744523636816,medium
21.0,4.5,cloudy,medium,1,meal,scooter,0.0,,metropolitian,12,0,15.0,afternoon,4.537860442229041,short
21.0,4.7,cloudy,medium,1,buffet,scooter,0.0,no,metropolitian,17,0,15.0,afternoon,9.2191235676111,medium
37.0,4.3,cloudy,low,1,meal,motorcycle,1.0,no,metropolitian,35,1,15.0,night,13.82967763210672,long
,,,,3,buffet,motorcycle,1.0,no,metropolitian,33,0,,,7.772282029629311,medium
32.0,4.9,fog,jam,0,meal,motorcycle,0.0,no,urban,42,0,10.0,night,13.631282080461874,long
29.0,4.8,stormy,medium,2,drinks,scooter,0.0,no,urban,20,1,5.0,afternoon,5.960265171500215,medium
22.0,4.9,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,15,0,15.0,night,13.682048188061888,long
26.0,4.6,fog,low,0,snack,motorcycle,1.0,no,,18,1,5.0,night,7.44855797957408,medium
20.0,4.6,sandstorms,medium,1,drinks,scooter,0.0,no,urban,24,0,15.0,afternoon,7.660205777239119,medium
33.0,4.2,fog,jam,1,snack,motorcycle,1.0,no,urban,34,0,15.0,evening,,
27.0,4.2,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,21,0,5.0,morning,1.5368334425195926,short
29.0,4.5,sandstorms,jam,2,buffet,scooter,0.0,no,metropolitian,19,0,15.0,evening,12.25700312192057,long
25.0,4.8,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,26,0,5.0,night,12.257490517738452,long
34.0,4.7,stormy,high,1,snack,motorcycle,1.0,no,metropolitian,27,0,15.0,morning,3.0643356747968533,short
28.0,4.6,sandstorms,low,2,snack,electric_scooter,1.0,no,urban,15,0,15.0,morning,1.509479521227172,short
22.0,4.9,sandstorms,high,2,meal,scooter,0.0,no,urban,20,0,10.0,morning,3.0189114817580243,short
34.0,4.2,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,32,0,10.0,evening,7.447061074885405,medium
25.0,4.9,stormy,low,0,buffet,motorcycle,1.0,no,urban,19,0,5.0,night,11.917101549462794,long
25.0,5.0,sunny,low,2,snack,motorcycle,1.0,no,metropolitian,17,0,15.0,night,9.219905581616992,medium
31.0,4.9,sunny,low,2,snack,scooter,0.0,no,metropolitian,27,1,15.0,,,
21.0,4.6,windy,jam,2,drinks,scooter,0.0,no,metropolitian,17,1,10.0,evening,9.348403335334272,medium
38.0,4.7,sandstorms,low,2,snack,scooter,1.0,no,metropolitian,24,1,5.0,night,4.527261449200724,short
38.0,4.3,cloudy,low,0,snack,motorcycle,2.0,no,metropolitian,44,1,15.0,night,12.234822044206023,long
23.0,4.4,windy,low,0,snack,motorcycle,0.0,no,metropolitian,27,0,15.0,morning,3.0408940852046724,short
37.0,4.6,fog,high,0,snack,motorcycle,1.0,no,metropolitian,30,0,15.0,afternoon,6.05884411746293,medium
23.0,4.6,cloudy,low,2,drinks,motorcycle,0.0,no,urban,15,1,10.0,morning,3.073599739868747,short
32.0,4.4,cloudy,low,2,snack,scooter,0.0,no,metropolitian,31,0,10.0,night,19.617581275547632,very_long
29.0,4.8,sunny,low,1,buffet,motorcycle,1.0,no,metropolitian,27,1,15.0,night,16.903814838158784,very_long
37.0,4.8,sunny,medium,0,buffet,motorcycle,1.0,no,urban,24,1,10.0,afternoon,7.790156595702848,medium
32.0,4.5,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,27,0,10.0,night,4.663432201620595,short
36.0,4.6,sandstorms,low,2,buffet,scooter,1.0,no,metropolitian,24,0,15.0,morning,3.0250598092773755,short
29.0,5.0,cloudy,jam,1,buffet,motorcycle,2.0,no,urban,42,0,10.0,evening,,
37.0,4.2,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,31,0,5.0,afternoon,12.419724873245404,long
20.0,4.6,fog,low,2,snack,scooter,0.0,no,urban,14,0,15.0,morning,3.1051455399287056,short
30.0,4.6,sunny,low,0,snack,motorcycle,1.0,no,urban,24,1,5.0,morning,3.040539883060508,short
25.0,4.1,fog,jam,2,buffet,scooter,1.0,no,urban,36,0,10.0,evening,13.762197002525635,long
20.0,4.8,windy,low,0,meal,motorcycle,0.0,no,urban,21,0,10.0,night,11.718719558712598,long
23.0,5.0,fog,medium,2,drinks,scooter,0.0,no,metropolitian,15,0,15.0,afternoon,9.22049964090574,medium
39.0,4.8,cloudy,low,0,buffet,motorcycle,1.0,no,metropolitian,27,0,5.0,morning,2.9794969556315394,short
34.0,4.7,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,27,1,10.0,night,9.314907489514155,medium
33.0,4.9,stormy,high,0,snack,motorcycle,1.0,no,metropolitian,36,0,15.0,morning,3.0271555543869777,short
34.0,4.7,cloudy,jam,2,buffet,electric_scooter,2.0,no,metropolitian,38,0,15.0,evening,,
27.0,4.8,sunny,jam,1,snack,motorcycle,0.0,no,urban,21,0,5.0,evening,16.60811661507955,very_long
32.0,5.0,fog,jam,2,buffet,scooter,2.0,yes,urban,39,1,5.0,evening,4.588898780683796,short
22.0,4.8,sandstorms,high,1,snack,motorcycle,0.0,no,urban,15,0,10.0,afternoon,6.081142187746012,medium
24.0,4.8,windy,low,1,buffet,scooter,,no,metropolitian,11,1,5.0,night,14.021819246588828,long
32.0,4.2,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,31,0,15.0,morning,1.4901739564930154,short
32.0,4.8,sandstorms,low,2,drinks,scooter,1.0,no,metropolitian,28,0,5.0,night,,
31.0,4.7,stormy,low,1,snack,scooter,1.0,no,metropolitian,26,1,10.0,morning,1.5581570033504797,short
24.0,4.7,cloudy,low,1,buffet,scooter,1.0,no,metropolitian,18,0,5.0,night,7.790489304769407,medium
28.0,4.8,sandstorms,medium,2,snack,electric_scooter,1.0,no,,21,0,5.0,afternoon,5.860420473448054,medium
33.0,4.9,sunny,low,0,buffet,motorcycle,1.0,no,metropolitian,21,1,15.0,morning,1.5126859754657422,short
22.0,4.5,cloudy,medium,0,meal,motorcycle,0.0,no,metropolitian,25,0,15.0,afternoon,6.040512901945428,medium
,,,,3,buffet,electric_scooter,1.0,no,metropolitian,22,1,,,3.026096197898999,short
37.0,4.1,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,31,1,10.0,morning,1.5525569843004514,short
21.0,4.5,sunny,jam,2,buffet,motorcycle,0.0,no,urban,15,0,10.0,evening,19.760743726313585,very_long
27.0,4.9,fog,low,1,snack,motorcycle,0.0,no,metropolitian,17,0,15.0,morning,3.1162385581768866,short
33.0,4.9,sunny,jam,1,snack,scooter,0.0,no,urban,22,0,15.0,evening,19.659792615101523,very_long
21.0,4.8,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,17,1,15.0,night,13.97191478756942,long
28.0,4.0,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,28,0,5.0,,7.601265908224463,medium
39.0,4.9,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,29,1,5.0,afternoon,17.138041435510257,very_long
20.0,4.8,fog,jam,2,meal,scooter,0.0,no,metropolitian,28,1,15.0,evening,7.790489304769407,medium
33.0,4.6,cloudy,jam,2,buffet,electric_scooter,1.0,no,metropolitian,36,0,10.0,evening,12.291841945089606,long
,,,,3,buffet,scooter,1.0,no,metropolitian,43,0,,,,
32.0,4.1,windy,low,0,snack,motorcycle,1.0,no,metropolitian,25,0,15.0,morning,1.5522330405305722,short
36.0,4.2,fog,low,1,meal,motorcycle,1.0,no,metropolitian,37,0,10.0,night,16.636744591831217,very_long
35.0,4.8,sunny,jam,2,snack,scooter,1.0,no,metropolitian,18,0,5.0,night,16.852444613264275,very_long
35.0,4.9,sunny,low,2,drinks,scooter,0.0,no,metropolitian,11,0,5.0,morning,3.104928771230412,short
38.0,4.2,windy,high,0,meal,motorcycle,1.0,yes,metropolitian,41,0,5.0,morning,1.5297232853100244,short
24.0,4.6,fog,high,2,meal,electric_scooter,1.0,no,metropolitian,21,0,5.0,afternoon,6.081142187746012,medium
31.0,4.7,cloudy,low,2,snack,scooter,1.0,no,metropolitian,29,0,15.0,night,12.098699936279855,long
38.0,4.9,sandstorms,medium,1,drinks,scooter,1.0,no,metropolitian,32,0,15.0,afternoon,,
23.0,4.8,windy,medium,0,buffet,motorcycle,0.0,no,urban,25,0,10.0,afternoon,7.5628176900723,medium
39.0,4.4,sunny,jam,0,meal,motorcycle,1.0,yes,,40,1,5.0,evening,12.116886186590971,long
24.0,5.0,stormy,low,1,meal,motorcycle,1.0,no,metropolitian,11,0,5.0,morning,1.5523182877499084,short
35.0,4.2,stormy,low,0,buffet,motorcycle,1.0,no,metropolitian,20,0,10.0,morning,2.930215111056805,short
27.0,4.6,stormy,jam,2,snack,scooter,1.0,no,metropolitian,18,1,15.0,night,4.657671710224878,short
22.0,4.6,windy,medium,1,buffet,motorcycle,1.0,no,,21,1,10.0,evening,,
31.0,4.6,cloudy,high,0,buffet,motorcycle,1.0,no,urban,27,0,15.0,morning,3.024984591596264,short
30.0,4.7,fog,low,2,buffet,electric_scooter,0.0,no,metropolitian,18,0,5.0,night,4.674266565274251,short
26.0,4.6,cloudy,low,1,drinks,motorcycle,1.0,no,metropolitian,19,1,15.0,morning,3.104632093351237,short
33.0,4.7,cloudy,low,1,meal,motorcycle,0.0,no,metropolitian,19,0,5.0,night,9.326603239772547,medium
25.0,4.7,sandstorms,high,2,meal,motorcycle,0.0,no,urban,12,1,10.0,morning,3.0206347310381325,short
34.0,4.8,stormy,low,1,meal,motorcycle,1.0,no,urban,20,0,10.0,night,19.886444745109216,very_long
35.0,4.8,sunny,jam,0,meal,motorcycle,0.0,no,metropolitian,26,0,5.0,night,9.263056833399029,medium
20.0,4.8,sunny,jam,0,meal,motorcycle,1.0,no,urban,30,0,10.0,night,10.641581256626232,long
29.0,3.5,sunny,low,1,snack,motorcycle,1.0,no,metropolitian,42,0,5.0,night,12.100157238168938,long
29.0,4.6,cloudy,medium,1,buffet,motorcycle,1.0,no,metropolitian,28,0,10.0,evening,10.64105130998624,long
24.0,4.9,cloudy,low,0,meal,motorcycle,0.0,no,urban,17,1,15.0,morning,3.0644047273699666,short
24.0,4.6,cloudy,jam,0,drinks,motorcycle,0.0,yes,metropolitian,42,1,5.0,night,19.34366892423054,very_long
30.0,4.6,cloudy,jam,1,meal,motorcycle,0.0,no,metropolitian,36,0,15.0,night,9.314907489514155,medium
,,,low,2,drinks,electric_scooter,0.0,no,urban,22,0,,,2.930590015045824,short
33.0,5.0,fog,medium,1,drinks,motorcycle,3.0,no,metropolitian,42,0,10.0,afternoon,12.435204072231338,long
34.0,4.7,sandstorms,low,0,snack,motorcycle,,no,metropolitian,28,0,15.0,night,12.162306145096023,long
26.0,4.5,cloudy,medium,2,drinks,scooter,1.0,no,urban,10,0,15.0,evening,4.469157679084987,short
38.0,4.6,sandstorms,jam,2,meal,scooter,1.0,no,metropolitian,27,1,5.0,evening,,
26.0,4.6,stormy,low,1,meal,motorcycle,1.0,no,urban,16,1,5.0,morning,2.979626144829987,short
24.0,4.7,sandstorms,medium,1,snack,motorcycle,1.0,no,urban,28,0,5.0,afternoon,10.59307487116998,long
34.0,4.4,cloudy,jam,1,buffet,motorcycle,1.0,no,urban,42,0,15.0,night,20.506343001219367,very_long
36.0,4.7,windy,jam,2,meal,scooter,1.0,no,metropolitian,25,1,15.0,night,9.07462863182012,medium
28.0,5.0,sandstorms,jam,0,meal,motorcycle,1.0,no,metropolitian,33,0,10.0,evening,13.82967763210672,long
28.0,4.9,sandstorms,jam,2,snack,scooter,1.0,no,metropolitian,25,1,5.0,night,9.363582612380204,medium
28.0,4.8,sandstorms,medium,0,snack,motorcycle,1.0,no,metropolitian,29,1,5.0,evening,13.681590426854768,long
20.0,4.8,sunny,low,2,meal,motorcycle,1.0,no,metropolitian,24,0,15.0,morning,3.0271555543869777,short
36.0,4.7,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,27,0,15.0,evening,9.327028546829316,medium
21.0,4.7,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,23,0,5.0,afternoon,6.037605711784208,medium
22.0,4.5,sandstorms,medium,1,buffet,scooter,0.0,no,,15,1,15.0,afternoon,13.583332471810197,long
21.0,2.6,sunny,low,1,drinks,scooter,1.0,no,metropolitian,43,0,10.0,night,12.256927745913815,long
23.0,4.7,stormy,high,1,buffet,scooter,1.0,no,metropolitian,28,0,5.0,morning,3.1162880555409944,short
35.0,4.2,windy,jam,2,drinks,motorcycle,1.0,no,metropolitian,33,0,10.0,night,16.600272418856072,very_long
33.0,5.0,stormy,medium,2,snack,scooter,1.0,no,metropolitian,21,0,10.0,afternoon,10.48549956042432,long
34.0,4.7,windy,low,2,drinks,electric_scooter,0.0,no,metropolitian,25,0,5.0,night,20.83103408678745,very_long
35.0,5.0,sunny,low,2,snack,scooter,1.0,no,urban,11,0,10.0,morning,3.0734537599377685,short
32.0,4.6,sunny,jam,0,buffet,motorcycle,1.0,no,metropolitian,28,0,5.0,evening,7.66052012420465,medium
21.0,4.7,cloudy,jam,2,buffet,scooter,0.0,no,metropolitian,34,0,15.0,evening,19.91300954559314,very_long
23.0,4.9,fog,medium,1,drinks,scooter,0.0,no,metropolitian,34,0,10.0,evening,12.160999124282084,long
21.0,4.8,sandstorms,medium,1,snack,motorcycle,1.0,no,metropolitian,27,0,10.0,afternoon,7.762480218802449,medium
27.0,4.6,sunny,low,0,snack,motorcycle,0.0,no,urban,18,0,10.0,morning,1.5127140854704322,short
37.0,4.6,windy,medium,0,snack,motorcycle,0.0,no,urban,29,0,15.0,evening,7.772207463584183,medium
39.0,4.8,cloudy,jam,0,snack,motorcycle,0.0,no,metropolitian,25,0,5.0,evening,9.2191235676111,medium
20.0,4.5,sunny,medium,1,meal,motorcycle,1.0,no,metropolitian,16,0,10.0,afternoon,10.881197531246409,long
20.0,5.0,cloudy,jam,0,meal,motorcycle,0.0,no,metropolitian,48,0,5.0,night,13.40647565433019,long
35.0,4.6,cloudy,low,0,meal,motorcycle,2.0,no,metropolitian,35,1,15.0,night,20.18093693173923,very_long
31.0,4.4,windy,jam,2,snack,motorcycle,1.0,no,metropolitian,41,1,10.0,night,13.829019124454268,long
34.0,4.8,cloudy,low,0,buffet,motorcycle,1.0,no,metropolitian,29,0,5.0,morning,1.492285149950896,short
24.0,4.8,fog,high,2,snack,electric_scooter,1.0,no,metropolitian,20,0,5.0,afternoon,5.87411298920486,medium
26.0,5.0,sunny,jam,1,drinks,motorcycle,0.0,no,urban,14,1,15.0,evening,9.055855161965924,medium
30.0,4.9,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,40,1,5.0,evening,10.757499697083244,long
33.0,4.8,windy,high,1,buffet,motorcycle,1.0,no,urban,32,0,15.0,afternoon,,
38.0,4.5,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,22,0,5.0,morning,3.0407902113990954,short
30.0,4.7,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,21,0,10.0,afternoon,13.97214132886697,long
35.0,4.6,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,21,0,5.0,night,13.631330662170871,long
20.0,4.8,windy,medium,2,snack,scooter,,no,metropolitian,21,1,10.0,afternoon,6.14707622035735,medium
20.0,4.5,stormy,jam,2,drinks,motorcycle,0.0,no,metropolitian,22,1,10.0,evening,19.359307695550992,very_long
35.0,4.8,windy,medium,0,snack,motorcycle,2.0,no,metropolitian,40,0,10.0,evening,12.209836055800304,long
26.0,4.3,windy,jam,0,drinks,motorcycle,0.0,no,metropolitian,34,0,15.0,evening,14.021819246588828,long
22.0,4.6,fog,low,0,buffet,motorcycle,1.0,no,urban,21,0,10.0,night,20.176811965426133,very_long
39.0,4.8,sunny,high,0,drinks,motorcycle,0.0,no,metropolitian,26,0,10.0,afternoon,6.12918392293498,medium
36.0,4.4,sandstorms,high,0,meal,motorcycle,1.0,no,metropolitian,48,0,15.0,morning,1.5147873459323735,short
22.0,4.8,stormy,medium,1,meal,motorcycle,1.0,no,metropolitian,24,0,15.0,afternoon,20.20631641648197,very_long
23.0,4.8,sandstorms,high,2,snack,motorcycle,1.0,no,metropolitian,17,0,5.0,morning,1.5581369822072066,short
38.0,5.0,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,50,0,5.0,evening,10.75755477315807,long
34.0,4.7,sandstorms,jam,0,meal,motorcycle,0.0,no,metropolitian,52,0,15.0,night,16.113665369962842,very_long
22.0,4.8,cloudy,low,1,snack,motorcycle,0.0,no,metropolitian,18,1,15.0,morning,3.11617292179438,short
39.0,4.6,sunny,jam,2,snack,electric_scooter,1.0,no,metropolitian,29,0,5.0,night,13.681631975373575,long
25.0,4.9,cloudy,medium,1,drinks,motorcycle,1.0,no,urban,31,0,15.0,evening,20.180908601250216,very_long
26.0,4.7,stormy,low,1,meal,scooter,0.0,no,metropolitian,19,0,5.0,night,9.074744674241003,medium
37.0,4.4,stormy,medium,0,meal,motorcycle,2.0,no,metropolitian,35,0,5.0,evening,7.660205777239119,medium
38.0,4.9,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,26,1,10.0,afternoon,5.952943315709552,medium
38.0,4.8,cloudy,jam,2,buffet,motorcycle,1.0,no,metropolitian,33,0,5.0,evening,9.192770952683547,medium
37.0,5.0,stormy,jam,1,buffet,scooter,1.0,no,metropolitian,30,0,5.0,night,7.450285845946469,medium
33.0,4.0,fog,low,0,buffet,motorcycle,1.0,no,metropolitian,35,0,5.0,night,10.56497410160339,long
21.0,4.6,sandstorms,low,2,drinks,scooter,0.0,no,metropolitian,10,0,5.0,night,12.29354192492578,long
38.0,3.7,windy,jam,2,drinks,scooter,0.0,no,urban,37,0,5.0,evening,19.659494006263994,very_long
26.0,3.4,sunny,low,1,meal,motorcycle,2.0,no,urban,39,0,10.0,night,13.406000552536868,long
,,,,3,snack,electric_scooter,1.0,no,metropolitian,23,0,,,6.23280716086554,medium
35.0,4.4,sandstorms,jam,1,buffet,scooter,1.0,no,,32,0,10.0,evening,12.418394742110449,long
23.0,4.6,fog,low,1,buffet,motorcycle,1.0,no,metropolitian,23,0,10.0,night,19.66094394761993,very_long
,,windy,high,2,buffet,scooter,0.0,no,metropolitian,11,1,,,6.210045163136143,medium
26.0,4.7,fog,low,2,meal,scooter,0.0,no,metropolitian,21,0,5.0,night,16.65990378949706,very_long
29.0,4.8,stormy,jam,1,snack,scooter,1.0,no,metropolitian,18,0,10.0,evening,16.659979129063025,very_long
